Search Method,,Metric,Value,Sheet,Parameter,Best Value,Unnamed: 0,precision,recall,f1-score,support
Bayesian Search,,,,PC1 Classification Report,,,weighted avg,0.958154356,0.957364341,0.957399634,258
Bayesian Search,PC2,Accuracy,0.98630137,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,Precision,0.98013245,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,Recall,0.993288591,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,F1 Score,0.986666667,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,AUC,0.999765335,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,colsample_bytree,0.8,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,learning_rate,0.153692666,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,min_child_weight,1,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,n_estimators,300,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,subsample,0.8,,,,,
Bayesian Search,,,,PC2 Classification Report,,,0,0.992907801,0.979020979,0.985915493,143
Bayesian Search,,,,PC2 Classification Report,,,1,0.98013245,0.993288591,0.986666667,149
Bayesian Search,,,,PC2 Classification Report,,,accuracy,0.98630137,0.98630137,0.98630137,0.98630137
Bayesian Search,,,,PC2 Classification Report,,,macro avg,0.986520126,0.986154785,0.98629108,292
Bayesian Search,,,,PC2 Classification Report,,,weighted avg,0.986388872,0.98630137,0.986298797,292
Bayesian Search,PC3,Accuracy,0.923280423,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,Precision,0.893203883,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,Recall,0.963350785,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,F1 Score,0.926952141,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,AUC,0.984041213,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,colsample_bytree,1,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,learning_rate,0.03877692,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,min_child_weight,1,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,n_estimators,300,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,subsample,0.957209924,,,,,
Bayesian Search,,,,PC3 Classification Report,,,0,0.959302326,0.882352941,0.919220056,187
Bayesian Search,,,,PC3 Classification Report,,,1,0.893203883,0.963350785,0.926952141,191
Bayesian Search,,,,PC3 Classification Report,,,accuracy,0.923280423,0.923280423,0.923280423,0.923280423
Bayesian Search,,,,PC3 Classification Report,,,macro avg,0.926253105,0.922851863,0.923086098,378
Bayesian Search,,,,PC3 Classification Report,,,weighted avg,0.925903377,0.923280423,0.923127009,378
Bayesian Search,PC4,Accuracy,0.959459459,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,Precision,0.940677966,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,Recall,0.982300885,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,F1 Score,0.961038961,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,AUC,0.99088658,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,colsample_bytree,0.800726061,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,learning_rate,0.161448534,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,max_depth,8,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,min_child_weight,3,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,n_estimators,195,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,subsample,0.85494297,,,,,
Bayesian Search,,,,PC4 Classification Report,,,0,0.980769231,0.935779817,0.957746479,218
Bayesian Search,,,,PC4 Classification Report,,,1,0.940677966,0.982300885,0.961038961,226
Bayesian Search,,,,PC4 Classification Report,,,accuracy,0.959459459,0.959459459,0.959459459,0.959459459
Bayesian Search,,,,PC4 Classification Report,,,macro avg,0.960723598,0.959040351,0.95939272,444
Bayesian Search,,,,PC4 Classification Report,,,weighted avg,0.960362416,0.959459459,0.959422382,444
Genetic Algorithm,CM1,Accuracy,0.956140351,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,Precision,0.946428571,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,Recall,0.963636364,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,F1 Score,0.954954955,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,AUC,0.965485362,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,n_estimators,143,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,max_depth,14,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,learning_rate,0.199752701,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,min_child_weight,3,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,subsample,0.607670006,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,colsample_bytree,0.76227826,,,,,
Genetic Algorithm,,,,CM1 Classification Report,,,0,0.965517241,0.949152542,0.957264957,59
Genetic Algorithm,,,,CM1 Classification Report,,,1,0.946428571,0.963636364,0.954954955,55
Genetic Algorithm,,,,CM1 Classification Report,,,accuracy,0.956140351,0.956140351,0.956140351,0.956140351
Genetic Algorithm,,,,CM1 Classification Report,,,macro avg,0.955972906,0.956394453,0.956109956,114
Genetic Algorithm,,,,CM1 Classification Report,,,weighted avg,0.956307795,0.956140351,0.956150482,114
Genetic Algorithm,JM1,Accuracy,0.875613748,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,Precision,0.890504705,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,Recall,0.855382087,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,F1 Score,0.872590109,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,AUC,0.93826724,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,n_estimators,119,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,max_depth,14,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,learning_rate,0.136295593,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,min_child_weight,2,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,subsample,0.507269297,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,colsample_bytree,0.577192405,,,,,
Genetic Algorithm,,,,JM1 Classification Report,,,0,0.861960784,0.895680522,0.878497202,1227
Genetic Algorithm,,,,JM1 Classification Report,,,1,0.890504705,0.855382087,0.872590109,1217
Genetic Algorithm,,,,JM1 Classification Report,,,accuracy,0.875613748,0.875613748,0.875613748,0.875613748
Genetic Algorithm,,,,JM1 Classification Report,,,macro avg,0.876232745,0.875531304,0.875543656,2444
Genetic Algorithm,,,,JM1 Classification Report,,,weighted avg,0.876174349,0.875613748,0.87555574,2444
Genetic Algorithm,KC1,Accuracy,0.844827586,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,Precision,0.864516129,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,Recall,0.80239521,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,F1 Score,0.832298137,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,AUC,0.894365964,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,n_estimators,149,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,max_depth,11,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,learning_rate,0.090655442,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,min_child_weight,1,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,subsample,0.629615571,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,colsample_bytree,0.965438925,,,,,
Genetic Algorithm,,,,KC1 Classification Report,,,0,0.829015544,0.883977901,0.855614973,181
Genetic Algorithm,,,,KC1 Classification Report,,,1,0.864516129,0.80239521,0.832298137,167
Genetic Algorithm,,,,KC1 Classification Report,,,accuracy,0.844827586,0.844827586,0.844827586,0.844827586
Genetic Algorithm,,,,KC1 Classification Report,,,macro avg,0.846765837,0.843186555,0.843956555,348
Genetic Algorithm,,,,KC1 Classification Report,,,weighted avg,0.846051744,0.844827586,0.844425572,348
Genetic Algorithm,KC3,Accuracy,0.921875,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,Precision,0.935483871,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,Recall,0.90625,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,F1 Score,0.920634921,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,AUC,0.908691406,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,n_estimators,55,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,max_depth,9,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,learning_rate,0.06857089,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,min_child_weight,8,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,subsample,0.999445566,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,colsample_bytree,0.792909409,,,,,
Genetic Algorithm,,,,KC3 Classification Report,,,0,0.909090909,0.9375,0.923076923,32
Genetic Algorithm,,,,KC3 Classification Report,,,1,0.935483871,0.90625,0.920634921,32
Genetic Algorithm,,,,KC3 Classification Report,,,accuracy,0.921875,0.921875,0.921875,0.921875
Genetic Algorithm,,,,KC3 Classification Report,,,macro avg,0.92228739,0.921875,0.921855922,64
Genetic Algorithm,,,,KC3 Classification Report,,,weighted avg,0.92228739,0.921875,0.921855922,64
Genetic Algorithm,MC1,Accuracy,0.996138996,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,Precision,0.994609164,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,Recall,0.997297297,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,F1 Score,0.995951417,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,AUC,0.999435553,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,n_estimators,90,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,max_depth,5,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,learning_rate,0.164278464,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,min_child_weight,3,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,subsample,0.898061636,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,colsample_bytree,0.538112319,,,,,
Genetic Algorithm,,,,MC1 Classification Report,,,0,0.997536946,0.995085995,0.996309963,407
Genetic Algorithm,,,,MC1 Classification Report,,,1,0.994609164,0.997297297,0.995951417,370
Genetic Algorithm,,,,MC1 Classification Report,,,accuracy,0.996138996,0.996138996,0.996138996,0.996138996
Genetic Algorithm,,,,MC1 Classification Report,,,macro avg,0.996073055,0.996191646,0.99613069,777
Genetic Algorithm,,,,MC1 Classification Report,,,weighted avg,0.996142764,0.996138996,0.996139227,777
Genetic Algorithm,MC2,Accuracy,0.848484848,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,Precision,0.80952381,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,Recall,0.944444444,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,F1 Score,0.871794872,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,AUC,0.918518519,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,n_estimators,243,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,max_depth,9,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,learning_rate,0.215389576,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,min_child_weight,3,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,subsample,0.842407929,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,colsample_bytree,0.532346702,,,,,
Genetic Algorithm,,,,MC2 Classification Report,,,0,0.916666667,0.733333333,0.814814815,15
Genetic Algorithm,,,,MC2 Classification Report,,,1,0.80952381,0.944444444,0.871794872,18
Genetic Algorithm,,,,MC2 Classification Report,,,accuracy,0.848484848,0.848484848,0.848484848,0.848484848
Genetic Algorithm,,,,MC2 Classification Report,,,macro avg,0.863095238,0.838888889,0.843304843,33
Genetic Algorithm,,,,MC2 Classification Report,,,weighted avg,0.858225108,0.848484848,0.845894846,33
Genetic Algorithm,MW1,Accuracy,0.967032967,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,Precision,0.96,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,Recall,0.979591837,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,F1 Score,0.96969697,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,AUC,0.984936832,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,n_estimators,138,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,max_depth,12,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,learning_rate,0.15132835,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,min_child_weight,1,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,subsample,0.939489521,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,colsample_bytree,0.714807724,,,,,
Genetic Algorithm,,,,MW1 Classification Report,,,0,0.975609756,0.952380952,0.963855422,42
Genetic Algorithm,,,,MW1 Classification Report,,,1,0.96,0.979591837,0.96969697,49
Genetic Algorithm,,,,MW1 Classification Report,,,accuracy,0.967032967,0.967032967,0.967032967,0.967032967
Genetic Algorithm,,,,MW1 Classification Report,,,macro avg,0.967804878,0.965986395,0.966776196,91
Genetic Algorithm,,,,MW1 Classification Report,,,weighted avg,0.967204503,0.967032967,0.967000871,91
Genetic Algorithm,PC1,Accuracy,0.968992248,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,Precision,0.959349593,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,Recall,0.975206612,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,F1 Score,0.967213115,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,AUC,0.989443204,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,n_estimators,253,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,max_depth,13,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,learning_rate,0.194183693,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,min_child_weight,8,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,subsample,0.870394672,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,colsample_bytree,0.837614711,,,,,
Genetic Algorithm,,,,PC1 Classification Report,,,0,0.977777778,0.96350365,0.970588235,137
Genetic Algorithm,,,,PC1 Classification Report,,,1,0.959349593,0.975206612,0.967213115,121
Genetic Algorithm,,,,PC1 Classification Report,,,accuracy,0.968992248,0.968992248,0.968992248,0.968992248
Genetic Algorithm,,,,PC1 Classification Report,,,macro avg,0.968563686,0.969355131,0.968900675,258
Genetic Algorithm,,,,PC1 Classification Report,,,weighted avg,0.969135102,0.968992248,0.96900533,258
Genetic Algorithm,PC2,Accuracy,0.996575342,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,Precision,0.993333333,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,Recall,1,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,F1 Score,0.996655518,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,AUC,0.999812268,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,n_estimators,154,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,max_depth,11,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,learning_rate,0.229379578,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,min_child_weight,4,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,subsample,0.732534184,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,colsample_bytree,0.531537953,,,,,
Genetic Algorithm,,,,PC2 Classification Report,,,0,1,0.993006993,0.996491228,143
Genetic Algorithm,,,,PC2 Classification Report,,,1,0.993333333,1,0.996655518,149
Genetic Algorithm,,,,PC2 Classification Report,,,accuracy,0.996575342,0.996575342,0.996575342,0.996575342
Genetic Algorithm,,,,PC2 Classification Report,,,macro avg,0.996666667,0.996503497,0.996573373,292
Genetic Algorithm,,,,PC2 Classification Report,,,weighted avg,0.996598174,0.996575342,0.996575061,292
Genetic Algorithm,PC3,Accuracy,0.94973545,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,Precision,0.934343434,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,Recall,0.968586387,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,F1 Score,0.951156812,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,AUC,0.984237198,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,n_estimators,187,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,max_depth,4,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,learning_rate,0.277132089,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,min_child_weight,1,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,subsample,0.922154057,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,colsample_bytree,0.564939841,,,,,
Genetic Algorithm,,,,PC3 Classification Report,,,0,0.966666667,0.930481283,0.948228883,187
Genetic Algorithm,,,,PC3 Classification Report,,,1,0.934343434,0.968586387,0.951156812,191
Genetic Algorithm,,,,PC3 Classification Report,,,accuracy,0.94973545,0.94973545,0.94973545,0.94973545
Genetic Algorithm,,,,PC3 Classification Report,,,macro avg,0.950505051,0.949533835,0.949692848,378
Genetic Algorithm,,,,PC3 Classification Report,,,weighted avg,0.950334028,0.94973545,0.949708339,378
Genetic Algorithm,PC4,Accuracy,0.972972973,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,Precision,0.953389831,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,Recall,0.995575221,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,F1 Score,0.974025974,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,AUC,0.993586101,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,n_estimators,251,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,max_depth,13,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,learning_rate,0.293067544,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,min_child_weight,1,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,subsample,0.997003095,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,colsample_bytree,0.80965629,,,,,
Genetic Algorithm,,,,PC4 Classification Report,,,0,0.995192308,0.949541284,0.971830986,218
Genetic Algorithm,,,,PC4 Classification Report,,,1,0.953389831,0.995575221,0.974025974,226
Genetic Algorithm,,,,PC4 Classification Report,,,accuracy,0.972972973,0.972972973,0.972972973,0.972972973
Genetic Algorithm,,,,PC4 Classification Report,,,macro avg,0.974291069,0.972558253,0.97292848,444
Genetic Algorithm,,,,PC4 Classification Report,,,weighted avg,0.97391447,0.972972973,0.972948255,444
